id,query_text,best_match_sop,best_similarity,source,cluster_name,namespace,pod_name,gap_category,gap_cluster_id,reviewed,draft_sop_created,detected_at
824,why is cart-svc OOMKilled in checkout?,sops/availability/runbook-20.md,0.3416,prediction,prod-use2-eks,checkout,cart-svc-527eb80-045c0,storage,682,true,false,2026-06-10 02:17:28
825,why is notifications slow in notifications?,sops/memory/runbook-35.md,0.2503,alert,prod-use2-eks,notifications,notifications-1938743-28dca,storage,888,false,true,2026-06-12 09:09:08
826,why is config-svc throttled in platform?,sops/node/runbook-36.md,0.2228,auto,prod-usw2-eks,platform,config-svc-370d832-a686a,node,311,false,false,2026-06-10 07:25:35
827,why is config-svc OOMKilled in platform?,sops/security/runbook-03.md,0.3579,auto,prod-usw2-eks,platform,config-svc-370d832-a686a,storage,367,false,true,2026-06-05 17:43:51
828,why is search-api OOMKilled in search?,sops/availability/runbook-20.md,0.2561,prediction,dr-use1-eks,search,search-api-be84964-d972c,network,365,false,false,2026-06-03 15:28:32
829,why is search-api slow in search?,sops/network/runbook-17.md,0.4801,chat,dr-use1-eks,search,search-api-be84964-d972c,node,1092,false,false,2026-06-07 19:03:23
830,why is notifications slow in notifications?,sops/availability/runbook-10.md,0.4554,prediction,staging-use2-eks,notifications,notifications-26e9347-44fc8,storage,263,true,false,2026-06-16 06:50:29
831,why is inventory-svc slow in inventory?,sops/storage/runbook-07.md,0.3023,chat,prod-use2-eks,inventory,inventory-svc-3e28589-98330,memory,647,true,true,2026-06-09 12:22:09
832,why is metrics-server throttled in kube-system?,sops/memory/runbook-19.md,0.4423,auto,prod-usw2-eks,kube-system,metrics-server-6162d13-d4a14,cpu,602,false,false,2026-05-30 20:08:24
833,why is inventory-svc OOMKilled in inventory?,sops/memory/runbook-26.md,0.4386,chat,prod-use2-eks,inventory,inventory-svc-3e28589-98330,memory,20,true,true,2026-06-16 17:41:28
834,why is auth-gateway OOMKilled in identity?,sops/network/runbook-17.md,0.5378,chat,prod-use2-eks,identity,auth-gateway-7b28269-a7447,network,544,true,false,2026-05-28 05:55:46
835,why is checkout-web OOMKilled in checkout?,sops/node/runbook-24.md,0.2967,alert,prod-use2-eks,checkout,checkout-web-47df111-4e24c,storage,529,true,false,2026-05-24 19:33:23
836,why is coredns OOMKilled in kube-system?,sops/memory/runbook-35.md,0.3035,alert,prod-use2-eks,kube-system,coredns-47d4438-c55d7,cpu,173,true,false,2026-06-22 19:32:22
837,why is cart-svc restarting in checkout?,sops/memory/runbook-19.md,0.2822,alert,prod-use2-eks,checkout,cart-svc-26a7d77-aafdc,cpu,811,true,false,2026-06-12 01:26:51
838,why is orders-api slow in orders?,sops/storage/runbook-28.md,0.2619,chat,prod-use2-eks,orders,orders-api-e9b4a39-c3784,cpu,763,false,true,2026-06-05 06:39:59
839,why is auth-gateway OOMKilled in identity?,sops/availability/runbook-11.md,0.3321,auto,staging-use2-eks,identity,auth-gateway-c975434-e6ef9,cpu,202,false,false,2026-06-19 04:06:14
840,why is image-resizer OOMKilled in platform?,sops/network/runbook-17.md,0.3333,chat,prod-use2-eks,platform,image-resizer-9994630-7c707,node,454,true,false,2026-05-25 09:13:16
841,why is inventory-svc restarting in inventory?,sops/availability/runbook-11.md,0.5425,alert,staging-use2-eks,inventory,inventory-svc-1d6f570-1b50d,storage,212,false,false,2026-05-26 06:21:26
842,why is orders-api OOMKilled in orders?,sops/storage/runbook-28.md,0.4881,chat,prod-use2-eks,orders,orders-api-e9b4a39-c3784,network,644,false,true,2026-06-02 05:29:48
843,why is search-api restarting in search?,sops/security/runbook-30.md,0.2091,alert,prod-use2-eks,search,search-api-4350294-dbefb,node,233,false,false,2026-06-17 06:56:15
844,why is ledger-svc restarting in ledger?,sops/availability/runbook-14.md,0.3736,prediction,prod-use2-eks,ledger,ledger-svc-1232e29-49ea1,memory,63,true,false,2026-06-01 23:20:39
845,why is coredns slow in kube-system?,sops/storage/runbook-07.md,0.2458,prediction,prod-usw2-eks,kube-system,coredns-4a8b365-1d9fc,cpu,601,false,false,2026-06-07 19:04:21
846,why is checkout-web OOMKilled in checkout?,sops/storage/runbook-32.md,0.4071,alert,dr-use1-eks,checkout,checkout-web-6e9e217-a5c79,storage,1034,false,false,2026-05-24 20:14:02
847,why is notifications slow in notifications?,sops/node/runbook-38.md,0.433,chat,dr-use1-eks,notifications,notifications-b036879-82982,storage,523,false,false,2026-06-03 01:41:59
848,why is auth-gateway OOMKilled in identity?,sops/node/runbook-08.md,0.3027,auto,prod-usw2-eks,identity,auth-gateway-ebb2b70-575e4,memory,920,true,false,2026-05-27 18:20:09
849,why is coredns OOMKilled in kube-system?,sops/security/runbook-13.md,0.2055,prediction,prod-use2-eks,kube-system,coredns-47d4438-c55d7,cpu,1011,false,false,2026-06-09 04:19:23
850,why is search-api OOMKilled in search?,sops/memory/runbook-18.md,0.2639,chat,prod-use2-eks,search,search-api-61d1d17-0014f,storage,535,true,false,2026-05-25 07:23:00
851,why is orders-api throttled in orders?,sops/memory/runbook-09.md,0.2949,auto,prod-usw2-eks,orders,orders-api-402bb51-ad48f,cpu,134,false,false,2026-06-13 21:32:31
852,why is auth-gateway throttled in identity?,sops/node/runbook-38.md,0.2247,alert,prod-use2-eks,identity,auth-gateway-7b28269-a7447,network,231,true,false,2026-06-20 03:50:16
853,why is orders-api restarting in orders?,sops/storage/runbook-02.md,0.408,auto,dr-use1-eks,orders,orders-api-8330e48-f22f4,storage,1097,false,false,2026-06-14 21:25:07
854,why is orders-api OOMKilled in orders?,sops/security/runbook-37.md,0.3594,chat,prod-use2-eks,orders,orders-api-bfb2f93-32ad3,cpu,888,false,true,2026-06-10 22:51:12
855,why is notifications throttled in notifications?,sops/availability/runbook-11.md,0.49,alert,prod-use2-eks,notifications,notifications-1938743-28dca,cpu,906,false,false,2026-06-09 10:30:33
856,why is inventory-svc slow in inventory?,sops/storage/runbook-07.md,0.4365,auto,staging-use2-eks,inventory,inventory-svc-1d6f570-1b50d,node,737,true,true,2026-05-29 10:10:58
857,why is ledger-svc OOMKilled in ledger?,sops/node/runbook-36.md,0.3704,prediction,prod-use2-eks,ledger,ledger-svc-1232e29-49ea1,storage,723,false,false,2026-06-04 09:28:33
858,why is inventory-svc slow in inventory?,sops/availability/runbook-11.md,0.3233,alert,prod-usw2-eks,inventory,inventory-svc-0d33458-c137f,cpu,263,false,false,2026-06-20 14:42:59
859,why is orders-api restarting in orders?,sops/storage/runbook-07.md,0.433,auto,dr-use1-eks,orders,orders-api-8330e48-f22f4,node,771,true,false,2026-06-16 17:42:08
860,why is inventory-svc restarting in inventory?,sops/security/runbook-22.md,0.2707,auto,staging-use2-eks,inventory,inventory-svc-1d6f570-1b50d,memory,183,true,false,2026-06-14 14:17:07
861,why is checkout-web OOMKilled in checkout?,sops/memory/runbook-26.md,0.3369,prediction,dr-use1-eks,checkout,checkout-web-4263246-52f3a,network,363,false,false,2026-06-02 07:19:04
862,why is coredns throttled in kube-system?,sops/security/runbook-23.md,0.3824,auto,prod-usw2-eks,kube-system,coredns-37f1521-4cd3d,node,547,false,false,2026-05-26 08:01:48
863,why is orders-api restarting in orders?,sops/security/runbook-23.md,0.4418,auto,prod-usw2-eks,orders,orders-api-402bb51-ad48f,network,593,false,false,2026-06-16 05:23:05
864,why is recommendation slow in search?,sops/availability/runbook-20.md,0.4376,prediction,prod-use2-eks,search,recommendation-c460126-52814,network,550,true,true,2026-06-01 07:53:45
865,why is notifications OOMKilled in notifications?,sops/security/runbook-37.md,0.5095,chat,staging-use2-eks,notifications,notifications-26e9347-44fc8,storage,1075,true,false,2026-05-28 03:26:28
866,why is search-api OOMKilled in search?,sops/security/runbook-22.md,0.2446,alert,prod-usw2-eks,search,search-api-a47d446-4ffe2,node,41,false,true,2026-05-31 03:54:05
867,why is search-api OOMKilled in search?,sops/memory/runbook-18.md,0.4987,chat,prod-use2-eks,search,search-api-1271443-2f040,cpu,904,false,false,2026-06-01 22:00:56
868,why is auth-gateway OOMKilled in identity?,sops/availability/runbook-16.md,0.3609,chat,prod-use2-eks,identity,auth-gateway-7b28269-a7447,cpu,1063,false,false,2026-05-28 17:42:11
869,why is checkout-web restarting in checkout?,sops/availability/runbook-10.md,0.4833,auto,prod-use2-eks,checkout,checkout-web-47df111-4e24c,memory,278,true,false,2026-05-30 07:15:34
870,why is search-api restarting in search?,sops/security/runbook-30.md,0.4893,prediction,dr-use1-eks,search,search-api-be84964-d972c,node,305,true,false,2026-05-26 05:33:33
871,why is search-api throttled in search?,sops/memory/runbook-21.md,0.5392,alert,staging-use2-eks,search,search-api-8ca0b98-505ff,memory,467,false,false,2026-06-22 05:06:11
872,why is session-store slow in identity?,sops/network/runbook-17.md,0.3391,auto,prod-use2-eks,identity,session-store-4732511-0dba8,cpu,668,true,false,2026-06-02 06:22:30
873,why is image-resizer throttled in platform?,sops/security/runbook-30.md,0.4219,chat,prod-usw2-eks,platform,image-resizer-6542c92-1100b,memory,796,true,false,2026-05-29 04:45:50
874,why is checkout-web OOMKilled in checkout?,sops/availability/runbook-11.md,0.3772,chat,prod-usw2-eks,checkout,checkout-web-ec64e26-f37ce,cpu,347,true,false,2026-05-28 18:03:23
875,why is notifications restarting in notifications?,sops/network/runbook-25.md,0.2613,chat,prod-usw2-eks,notifications,notifications-b2aff41-e1772,memory,205,false,true,2026-06-13 00:44:25
876,why is auth-gateway throttled in identity?,sops/node/runbook-24.md,0.3987,auto,staging-use2-eks,identity,auth-gateway-41b4f33-14ef9,network,78,false,false,2026-05-27 06:48:48
877,why is coredns throttled in kube-system?,sops/memory/runbook-35.md,0.287,chat,prod-usw2-eks,kube-system,coredns-37f1521-4cd3d,network,696,false,false,2026-06-16 10:38:09
878,why is auth-gateway throttled in identity?,sops/availability/runbook-06.md,0.5195,auto,prod-usw2-eks,identity,auth-gateway-7d2aa28-56f78,memory,794,false,false,2026-06-12 20:53:45
879,why is image-resizer slow in platform?,sops/node/runbook-01.md,0.5316,alert,prod-use2-eks,platform,image-resizer-7bb3c89-50e74,node,976,false,false,2026-05-27 05:32:55
880,why is notifications throttled in notifications?,sops/availability/runbook-16.md,0.2096,auto,prod-use2-eks,notifications,notifications-c882a21-88bb7,cpu,1064,true,false,2026-06-06 00:18:33
881,why is checkout-web throttled in checkout?,sops/node/runbook-05.md,0.3416,chat,prod-usw2-eks,checkout,checkout-web-f628153-c1833,memory,356,true,false,2026-05-25 09:11:04
882,why is ledger-svc throttled in ledger?,sops/storage/runbook-32.md,0.4837,alert,dr-use1-eks,ledger,ledger-svc-e00a046-6e2d6,network,678,false,false,2026-06-09 04:22:57
883,why is orders-api restarting in orders?,sops/availability/runbook-14.md,0.527,alert,prod-usw2-eks,orders,orders-api-21c5d48-15186,network,798,false,false,2026-06-18 09:46:45
884,why is search-api throttled in search?,sops/security/runbook-30.md,0.344,prediction,prod-use2-eks,search,search-api-eff0684-a368a,node,858,false,false,2026-06-23 00:40:13
885,why is session-store throttled in identity?,sops/memory/runbook-35.md,0.3931,auto,staging-use2-eks,identity,session-store-a097c68-649a1,storage,922,false,false,2026-06-16 09:12:11
886,why is cart-svc slow in checkout?,sops/security/runbook-23.md,0.4299,alert,prod-usw2-eks,checkout,cart-svc-ee38458-64d46,storage,1022,true,false,2026-06-06 10:39:07
887,why is inventory-svc throttled in inventory?,sops/node/runbook-15.md,0.3209,prediction,prod-usw2-eks,inventory,inventory-svc-bf8f159-02345,storage,981,true,false,2026-06-17 18:47:24
888,why is session-store throttled in identity?,sops/storage/runbook-02.md,0.293,auto,prod-use2-eks,identity,session-store-1ac5266-1ca26,memory,1061,true,false,2026-06-17 04:05:30
889,why is ledger-svc restarting in ledger?,sops/memory/runbook-35.md,0.3485,alert,prod-use2-eks,ledger,ledger-svc-f4a6d64-16dde,node,339,false,false,2026-06-08 18:42:58
890,why is search-api throttled in search?,sops/security/runbook-37.md,0.4576,auto,prod-use2-eks,search,search-api-eff0684-a368a,memory,678,false,false,2026-06-04 16:14:14
891,why is auth-gateway throttled in identity?,sops/memory/runbook-26.md,0.3288,chat,prod-usw2-eks,identity,auth-gateway-ebb2b70-575e4,storage,1047,true,false,2026-06-13 20:43:14
892,why is search-api slow in search?,sops/memory/runbook-26.md,0.2837,auto,prod-use2-eks,search,search-api-1271443-2f040,node,780,true,true,2026-06-21 13:41:22
893,why is orders-worker slow in orders?,sops/node/runbook-24.md,0.2173,prediction,prod-use2-eks,orders,orders-worker-06e2683-7270e,node,663,true,false,2026-06-19 03:57:09
894,why is notifications slow in notifications?,sops/availability/runbook-10.md,0.3149,prediction,prod-use2-eks,notifications,notifications-c882a21-88bb7,storage,363,false,false,2026-06-13 03:56:00
895,why is config-svc restarting in platform?,sops/security/runbook-23.md,0.5341,prediction,dr-use1-eks,platform,config-svc-0f5b883-4b9e2,storage,440,false,false,2026-06-03 02:35:28
896,why is orders-api restarting in orders?,sops/memory/runbook-18.md,0.3717,chat,prod-use2-eks,orders,orders-api-bfb2f93-32ad3,cpu,786,true,false,2026-06-17 05:44:15
897,why is inventory-svc restarting in inventory?,sops/availability/runbook-14.md,0.2848,auto,staging-use2-eks,inventory,inventory-svc-1d6f570-1b50d,cpu,744,false,false,2026-06-13 11:20:32
898,why is payments-api OOMKilled in payments?,sops/cpu/runbook-31.md,0.3561,chat,prod-usw2-eks,payments,payments-api-b9a1287-dbbfe,storage,826,false,false,2026-05-30 23:31:20
899,why is cart-svc slow in checkout?,sops/node/runbook-36.md,0.368,auto,prod-usw2-eks,checkout,cart-svc-882ca58-64a75,storage,752,false,false,2026-06-19 08:59:32
900,why is indexer slow in search?,sops/node/runbook-38.md,0.4841,chat,prod-usw2-eks,search,indexer-b957537-8aa20,node,282,true,false,2026-06-18 11:54:12
901,why is payments-api throttled in payments?,sops/storage/runbook-07.md,0.3478,prediction,prod-use2-eks,payments,payments-api-c9c2b74-00142,cpu,114,true,false,2026-06-15 07:12:01
902,why is checkout-web throttled in checkout?,sops/availability/runbook-33.md,0.2014,chat,prod-use2-eks,checkout,checkout-web-0101b48-2b2af,cpu,981,true,false,2026-05-26 22:46:48
903,why is search-api OOMKilled in search?,sops/node/runbook-01.md,0.4272,alert,staging-use2-eks,search,search-api-8ca0b98-505ff,storage,440,false,false,2026-05-27 01:16:04
904,why is recommendation slow in search?,sops/availability/runbook-10.md,0.4632,auto,prod-usw2-eks,search,recommendation-87e3198-026ea,memory,910,false,true,2026-06-20 22:30:28
905,why is auth-gateway OOMKilled in identity?,sops/availability/runbook-10.md,0.2347,alert,prod-usw2-eks,identity,auth-gateway-7d2aa28-56f78,memory,1031,true,false,2026-06-10 13:15:53
906,why is inventory-svc restarting in inventory?,sops/memory/runbook-35.md,0.4835,alert,prod-use2-eks,inventory,inventory-svc-df6d343-0a45b,network,638,false,false,2026-06-20 16:46:13
907,why is config-svc restarting in platform?,sops/node/runbook-29.md,0.3526,chat,staging-use2-eks,platform,config-svc-929cd33-16be4,storage,326,false,false,2026-06-09 07:02:09
908,why is search-api slow in search?,sops/availability/runbook-39.md,0.2709,auto,staging-use2-eks,search,search-api-8ca0b98-505ff,network,400,true,false,2026-05-28 18:08:28
909,why is ledger-svc OOMKilled in ledger?,sops/network/runbook-25.md,0.2037,alert,dr-use1-eks,ledger,ledger-svc-e00a046-6e2d6,cpu,678,true,false,2026-05-30 05:11:25
910,why is checkout-web restarting in checkout?,sops/node/runbook-05.md,0.3853,auto,prod-use2-eks,checkout,checkout-web-c2eb578-2d181,network,753,true,true,2026-06-01 15:05:15
911,why is inventory-svc throttled in inventory?,sops/node/runbook-24.md,0.4029,alert,prod-usw2-eks,inventory,inventory-svc-4453f63-e15f3,memory,72,false,false,2026-06-22 04:00:01
912,why is ledger-svc OOMKilled in ledger?,sops/node/runbook-34.md,0.4036,auto,prod-use2-eks,ledger,ledger-svc-f4a6d64-16dde,network,943,false,true,2026-06-03 09:25:45
913,why is config-svc OOMKilled in platform?,sops/availability/runbook-16.md,0.2197,auto,prod-use2-eks,platform,config-svc-027a395-39a4d,node,507,false,false,2026-06-17 08:14:29
914,why is payments-worker restarting in payments?,sops/security/runbook-03.md,0.4671,prediction,prod-use2-eks,payments,payments-worker-bff7264-02c23,storage,297,true,false,2026-06-09 10:53:06
915,why is auth-gateway restarting in identity?,sops/availability/runbook-33.md,0.4995,auto,staging-use2-eks,identity,auth-gateway-c975434-e6ef9,memory,965,false,false,2026-06-06 10:59:22
916,why is notifications OOMKilled in notifications?,sops/memory/runbook-26.md,0.3329,auto,prod-use2-eks,notifications,notifications-c882a21-88bb7,node,334,false,false,2026-06-16 12:23:56
917,why is search-api restarting in search?,sops/storage/runbook-28.md,0.2498,chat,prod-usw2-eks,search,search-api-a47d446-4ffe2,network,1029,true,false,2026-06-12 13:31:03
918,why is recommendation OOMKilled in search?,sops/node/runbook-36.md,0.2419,auto,staging-use2-eks,search,recommendation-2071c72-c0b22,storage,407,false,false,2026-05-24 22:20:12
919,why is auth-gateway throttled in identity?,sops/memory/runbook-18.md,0.2917,auto,staging-use2-eks,identity,auth-gateway-41b4f33-14ef9,node,244,false,false,2026-05-25 02:37:15
920,why is notifications throttled in notifications?,sops/memory/runbook-09.md,0.2728,auto,prod-use2-eks,notifications,notifications-c882a21-88bb7,memory,770,false,false,2026-06-13 21:04:36
921,why is session-store restarting in identity?,sops/storage/runbook-02.md,0.3143,prediction,prod-use2-eks,identity,session-store-1ac5266-1ca26,storage,987,false,true,2026-05-28 20:12:40
