id,knowledge_type,title,content,source,confidence,applicable_environments,tags,metadata,created_at,updated_at
671,postmortem,Cpu postmortem #671,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.6282,"[""prod"",""staging""]","[""prod"",""k8s"",""sre""]","{""domain"":""cpu"",""verified"":false}",2026-06-20 05:19:59,2026-06-23 12:00:00
672,root_cause,Storage root cause #672,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.7449,"[""dr""]","[""prod"",""sre"",""storage""]","{""domain"":""storage"",""verified"":false}",2026-05-24 01:17:55,2026-06-23 12:00:00
673,remediation,Node remediation #673,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.8847,"[""prod"",""dr"",""staging""]","[""node"",""leak"",""k8s""]","{""domain"":""node"",""verified"":true}",2026-03-27 16:53:41,2026-06-23 12:00:00
674,incident_pattern,Node incident pattern #674,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.9198,"[""dr"",""prod"",""staging""]","[""sre"",""prod"",""node""]","{""domain"":""node"",""verified"":true}",2026-05-14 00:41:58,2026-06-23 12:00:00
675,root_cause,Memory root cause #675,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.9718,"[""dr"",""prod""]","[""k8s"",""memory"",""prod""]","{""domain"":""memory"",""verified"":true}",2026-05-17 03:07:15,2026-06-23 12:00:00
676,root_cause,Storage root cause #676,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.6645,"[""prod""]","[""leak"",""scaling"",""prod""]","{""domain"":""storage"",""verified"":true}",2026-05-30 11:38:44,2026-06-23 12:00:00
677,remediation,Availability remediation #677,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.8672,"[""prod""]","[""k8s"",""leak"",""prod""]","{""domain"":""availability"",""verified"":true}",2026-03-29 23:31:32,2026-06-23 12:00:00
678,root_cause,Network root cause #678,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.9073,"[""dr"",""staging""]","[""leak"",""network"",""sre""]","{""domain"":""network"",""verified"":false}",2026-04-23 13:40:13,2026-06-23 12:00:00
679,best_practice,Node best practice #679,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.7851,"[""prod""]","[""k8s"",""prod"",""sre""]","{""domain"":""node"",""verified"":true}",2026-05-13 18:42:45,2026-06-23 12:00:00
680,root_cause,Cpu root cause #680,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.9752,"[""dr""]","[""leak"",""k8s"",""sre""]","{""domain"":""cpu"",""verified"":false}",2026-04-20 08:16:12,2026-06-23 12:00:00
681,root_cause,Cpu root cause #681,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.7222,"[""prod"",""dr""]","[""sre"",""cpu"",""leak""]","{""domain"":""cpu"",""verified"":false}",2026-05-15 23:53:10,2026-06-23 12:00:00
682,best_practice,Network best practice #682,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.7998,"[""staging""]","[""network"",""sre"",""prod""]","{""domain"":""network"",""verified"":true}",2026-04-17 19:32:56,2026-06-23 12:00:00
683,best_practice,Memory best practice #683,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.7655,"[""staging"",""dr""]","[""scaling"",""prod"",""leak""]","{""domain"":""memory"",""verified"":false}",2026-05-09 01:07:35,2026-06-23 12:00:00
684,root_cause,Memory root cause #684,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.8884,"[""dr"",""staging"",""prod""]","[""prod"",""sre"",""leak""]","{""domain"":""memory"",""verified"":true}",2026-05-03 04:04:49,2026-06-23 12:00:00
685,best_practice,Cpu best practice #685,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.6357,"[""prod"",""dr""]","[""cpu"",""leak"",""sre""]","{""domain"":""cpu"",""verified"":false}",2026-04-17 18:12:00,2026-06-23 12:00:00
686,remediation,Availability remediation #686,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.661,"[""prod"",""staging"",""dr""]","[""sre"",""availability"",""leak""]","{""domain"":""availability"",""verified"":false}",2026-05-18 09:41:15,2026-06-23 12:00:00
687,remediation,Availability remediation #687,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.8913,"[""dr""]","[""leak"",""sre"",""prod""]","{""domain"":""availability"",""verified"":true}",2026-04-24 22:18:02,2026-06-23 12:00:00
688,postmortem,Network postmortem #688,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.9195,"[""prod"",""dr"",""staging""]","[""prod"",""leak"",""scaling""]","{""domain"":""network"",""verified"":true}",2026-05-09 01:46:34,2026-06-23 12:00:00
689,incident_pattern,Storage incident pattern #689,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.9774,"[""prod""]","[""sre"",""storage"",""prod""]","{""domain"":""storage"",""verified"":false}",2026-05-01 07:28:07,2026-06-23 12:00:00
690,postmortem,Availability postmortem #690,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.7858,"[""prod"",""dr"",""staging""]","[""k8s"",""leak"",""availability""]","{""domain"":""availability"",""verified"":true}",2026-06-21 05:27:27,2026-06-23 12:00:00
691,remediation,Cpu remediation #691,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.9676,"[""staging""]","[""k8s"",""cpu"",""leak""]","{""domain"":""cpu"",""verified"":true}",2026-04-04 12:11:11,2026-06-23 12:00:00
692,incident_pattern,Network incident pattern #692,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.7837,"[""prod"",""dr""]","[""sre"",""leak"",""network""]","{""domain"":""network"",""verified"":true}",2026-04-12 17:29:19,2026-06-23 12:00:00
693,postmortem,Network postmortem #693,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.8114,"[""staging"",""prod""]","[""scaling"",""network"",""leak""]","{""domain"":""network"",""verified"":false}",2026-04-24 10:57:40,2026-06-23 12:00:00
694,remediation,Memory remediation #694,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.7076,"[""prod"",""dr""]","[""scaling"",""k8s"",""leak""]","{""domain"":""memory"",""verified"":true}",2026-06-11 10:28:00,2026-06-23 12:00:00
695,incident_pattern,Storage incident pattern #695,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.9363,"[""prod"",""staging"",""dr""]","[""k8s"",""storage"",""leak""]","{""domain"":""storage"",""verified"":false}",2026-06-10 07:06:24,2026-06-23 12:00:00
696,remediation,Node remediation #696,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.6056,"[""prod"",""dr""]","[""node"",""k8s"",""scaling""]","{""domain"":""node"",""verified"":true}",2026-04-26 13:18:04,2026-06-23 12:00:00
697,root_cause,Cpu root cause #697,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.9743,"[""dr"",""prod""]","[""leak"",""scaling"",""prod""]","{""domain"":""cpu"",""verified"":true}",2026-05-25 15:52:17,2026-06-23 12:00:00
698,best_practice,Memory best practice #698,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.6689,"[""prod""]","[""prod"",""sre"",""leak""]","{""domain"":""memory"",""verified"":false}",2026-04-04 14:07:57,2026-06-23 12:00:00
699,best_practice,Storage best practice #699,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.7074,"[""dr"",""staging"",""prod""]","[""leak"",""storage"",""sre""]","{""domain"":""storage"",""verified"":true}",2026-05-12 08:40:08,2026-06-23 12:00:00
700,root_cause,Cpu root cause #700,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.7293,"[""dr""]","[""prod"",""k8s"",""sre""]","{""domain"":""cpu"",""verified"":true}",2026-04-06 05:07:08,2026-06-23 12:00:00
701,root_cause,Network root cause #701,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.8188,"[""staging"",""dr"",""prod""]","[""network"",""k8s"",""prod""]","{""domain"":""network"",""verified"":true}",2026-04-15 10:56:24,2026-06-23 12:00:00
702,root_cause,Memory root cause #702,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.9555,"[""prod""]","[""sre"",""scaling"",""memory""]","{""domain"":""memory"",""verified"":false}",2026-06-14 16:49:58,2026-06-23 12:00:00
703,postmortem,Availability postmortem #703,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.9701,"[""prod"",""dr"",""staging""]","[""k8s"",""availability"",""prod""]","{""domain"":""availability"",""verified"":true}",2026-04-19 12:45:59,2026-06-23 12:00:00
704,remediation,Availability remediation #704,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.8901,"[""dr"",""prod"",""staging""]","[""sre"",""scaling"",""k8s""]","{""domain"":""availability"",""verified"":true}",2026-05-18 02:39:56,2026-06-23 12:00:00
705,incident_pattern,Storage incident pattern #705,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.7702,"[""dr"",""staging""]","[""storage"",""scaling"",""leak""]","{""domain"":""storage"",""verified"":false}",2026-03-26 02:04:33,2026-06-23 12:00:00
706,remediation,Storage remediation #706,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.9055,"[""prod"",""staging""]","[""scaling"",""prod"",""sre""]","{""domain"":""storage"",""verified"":false}",2026-05-26 09:31:34,2026-06-23 12:00:00
707,incident_pattern,Availability incident pattern #707,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.932,"[""dr"",""staging""]","[""k8s"",""sre"",""prod""]","{""domain"":""availability"",""verified"":false}",2026-06-07 18:46:18,2026-06-23 12:00:00
